tweet,username,hash-tags,Date,Day,tweet_id,likes,retweets,polarity
"Foxy ""AAP &amp Mr.Kejriwal staging histrionics is utter shame How much Mr.Kejriwal paid for the so called ""9 Times assault at him Delhi People,hate the useless Confrontational &amp Governing Incompetent AAP &amp Mr.Kejriwal ""Dubious &amp No Moral ethics AAP will lose all elections",Ven070670,[],2019-05-07,Tue,1125686536580677634,0,0,-0.12999999999999998
Drop out reate of AAP MLA's also shooting up significantly!,ninadsheth,[],2019-05-07,Tue,1125686377637539840,0,0,0.46875
This huge crowd is the proof that Haryana has made up its for the upcoming elections People of Haryana will bring the change by electing AAP-JJP (#AAP),AbhiArchive,['AAP'],2019-05-07,Tue,1125686362609475584,0,0,0.4000000000000001
Completely wrong allegations AAP doesn't believe in religion politics.,123lkd,[],2019-05-07,Tue,1125686283194355712,0,0,-0.5
Ekta ma'am Delhi Aur Delhi walon ki gaarmi toh padega suddenly you posted the video kahin yeh aap Ka isara toh nahin ki you find Mr Bajaj in if this happen it's must be a big Eid gifts for us we want karica in kzk2,KrishnakumariN,[],2019-05-07,Tue,1125686224369229824,0,0,0.0
ED attaches Rs 1.4 crore assets of AAP minister Kailash Gahlot’s brother,TimesofNewsHUB,[],2019-05-07,Tue,1125686164084666369,0,0,0.0
It is a valid question asked by It is the question of all the Muslims from your party. Y the people of Delhi vote for AAP? Frightening for BJP is not good Please work for Muslim people and then ask for vote.,Mehtab_Siddiqei,[],2019-05-07,Tue,1125686140072284162,0,0,-0.425
_ghavri _Edu So is AAP claiming credit even for this.... God save us....,dsumitr,[],2019-05-07,Tue,1125686136364384257,0,0,0.0
Thanks a lot for being there for AAP You're really a sweetheart :-,bharat_builder,[],2019-05-07,Tue,1125685930520600576,6,2,0.2
Hey Swara Since you are in Delhi can you please check on the Golden Retriever you tweeted about recently. If he hasn’t found a home yet please tell him AAP will win in Delhi and look after him Please put a word with your friends as well.,aashver,[],2019-05-07,Tue,1125685917937651712,0,0,0.3666666666666667
It's election time 12th is due date for Delhi. BJP INC or AAP.. The youth is confused as nobody delivers only fake promises...,AshokSh28354609,[],2019-05-07,Tue,1125685904528461826,0,0,-0.25625
"_chadha You forgot to add EX AAP member Well done Gul on Odd days oppose ""K card played by AAP in Punjab on even days do rallies for AAP BtW all the best",ChhuganiAshok,[],2019-05-07,Tue,1125685840594731008,0,0,0.4166666666666667
Sir Aap ka Mooh Mein Ghee Sakkar But why 50 seats to CONgoons As important as BJP NDA getting a big hopefully 2/3 majority is CONgress getting less than in 2014.,prvish,[],2019-05-07,Tue,1125685838010957824,0,0,0.07777777777777779
Manishaji I have read so many articles of yours andthere is so straight forward approach so much effort n what not .Jintni AAP Sundar Hein Manishaji itna her sundar apka mun bhee Heh I really like you vmuch,ANUJ54437528,[],2019-05-07,Tue,1125685784676200448,0,0,0.275
aap.y legends,H0ELYPDX,[],2019-05-07,Tue,1125685773305384960,0,0,0.0
Look at the low levels AAP is touching....self organized attack to gain publicity and sympathy,vivekshiva17,[],2019-05-07,Tue,1125685759715958784,0,0,0.0
Atishi will AAP also treat Muslims as just a pliant fearful votebank asks Umar Khalid via,sarral_sharma,[],2019-05-07,Tue,1125685753776721920,0,0,-0.9
_sharma For me bottom line is all political parties are same the difference is only of some degree But ABhisar ji tell me one thing AAP jab Rajiv Gandhi aur Indira Gandhi ke naam par vote mangte Hain to opposition ko unahein criticise Karne ka bhi adhikaar hai.Level playing ...,Hemlata9910,[],2019-05-07,Tue,1125685736517324800,0,0,0.0
AAP National Convenor and Delhi CM addressing the massive gathering in Hisar Haryana,AapActive123,[],2019-05-07,Tue,1125685561119789056,0,0,0.0
Never knew that AAP has an international appeal which current ruling party of india has..,DEEPAKDEV42,[],2019-05-07,Tue,1125685525480820736,0,0,0.0
_Annuu Namaste mam.kha gyb ho gye the aap,AparanaVerma,[],2019-05-07,Tue,1125685463442804736,0,0,0.0
Modi supporter were smeared as some idiots talking nonsense by cong AAp and even blue tick bjp people used to discard them that was the story of 2013 but by 2014 it was better as modi became household name and advani camp finally accepted modi,Aameyyaa,[],2019-05-07,Tue,1125685393926438912,0,0,-0.07500000000000001
Baseless point.,Vaibhav_AAP,[],2019-05-07,Tue,1125685361512828928,0,0,0.0
AAP owes Gul a lot Everytime party needs her she is available generously I m sure most volunteers would like to see her as Punjab unit face Time will come soon,singh_biswajeet,[],2019-05-07,Tue,1125685283368759296,7,2,0.4666666666666666
_Bharat The moment Kejriwal ji was slapped it was well known that it is an AAP's organized script And the voters of Delhi is going to literally slap the AAP candidates through their votes. Nautanki AAP and Kejriwal,Chetan12061979,[],2019-05-07,Tue,1125685189751914496,0,0,0.0
